iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1.1)	lnkDCVCC(1.1.1)	lnkElimDCVCC(1.1.1)	lnkElimNDCVCC(1.1.1)	lnISkDCVG(1.1.1.1)	lnISkDCVC(1.1.1.1)	lnISkNDCVC(1.1.1.1)	lnISkDCVG(1.1.1.2)	lnISkDCVC(1.1.1.2)	lnISkNDCVC(1.1.1.2)	lnISkDCVG(1.1.1.3)	lnISkDCVC(1.1.1.3)	lnISkNDCVC(1.1.1.3)	lnISkDCVG(1.1.1.4)	lnISkDCVC(1.1.1.4)	lnISkNDCVC(1.1.1.4)	lnISkDCVG(1.1.1.5)	lnISkDCVC(1.1.1.5)	lnISkNDCVC(1.1.1.5)	lnISkDCVG(1.1.1.6)	lnISkDCVC(1.1.1.6)	lnISkNDCVC(1.1.1.6)	lnISkDCVG(1.1.1.7)	lnISkDCVC(1.1.1.7)	lnISkNDCVC(1.1.1.7)	lnISkDCVG(1.1.1.8)	lnISkDCVC(1.1.1.8)	lnISkNDCVC(1.1.1.8)	LnPrior	LnData	LnPosterior
1700	1.52199	1.57588	1.37524	1.61088	0.652679	0.787232	0.0108845	0.543704	0.493228	0.838499	1.29105	-4.56842	-5.62798	-0.912158	-7.38381	1.79216	4.34762	3.89767	0.117127	0.176959	0.117975	0.0913853	0.956245	1.63951	1.60713	-4.55355	-5.42632	-0.845865	-7.69574	0.931962	3.24694	3.19319	1.18943	4.235	2.09734	1.5187	3.98901	3.65221	2.33821	4.52964	3.75391	0.429047	3.30019	3.69093	1.61979	4.25654	0.981067	2.11308	3.73587	2.78153	0.900438	3.71777	4.40278	-4.854837e+001	-7.317163e+002	-7.802647e+002
1750	1.48776	1.57984	1.46193	1.48752	0.353869	0.704772	0.0133308	0.572957	0.501309	0.828481	1.43847	-5.04581	-5.46178	-0.797114	-5.20117	1.83135	4.55835	3.54476	0.44837	0.190921	0.188044	1.11571	2.64563	0.721397	2.49174	-4.0775	-5.80369	-0.701317	-5.45927	0.997163	3.38345	4.44025	1.15842	4.27234	3.50633	1.93864	4.19717	2.07075	2.37772	4.40196	2.41014	0.350978	3.32503	2.89197	1.89531	4.18796	4.12589	2.05262	3.84415	2.66859	0.731773	3.71801	3.30249	-6.006470e+001	-7.242560e+002	-7.843207e+002
1800	1.49294	1.54055	1.42904	1.53981	0.455306	0.645611	0.0115325	0.406749	0.569522	0.651325	1.17384	-2.93924	-5.99475	-0.547088	-3.33938	1.62576	4.10193	4.3864	2.80271	0.100665	0.117458	0.113088	0.713637	0.854366	1.22704	-3.91872	-6.11559	-0.665789	-2.87706	1.07343	3.4769	3.84504	1.41017	4.47544	3.42916	1.77972	4.17674	4.33661	2.73281	4.56587	4.22397	0.731869	3.53954	3.57482	1.88444	4.29849	3.84585	2.45293	4.01023	3.4981	1.36413	3.97515	4.07448	-5.011186e+001	-7.136704e+002	-7.637823e+002
1850	1.53144	1.48302	1.49658	1.44654	0.416929	0.721342	0.0115596	0.407286	0.428808	0.948857	0.806181	-4.62138	-5.67433	-0.579362	-2.35139	1.37521	3.5892	4.30521	0.269576	0.0919992	0.0793992	0.0786917	1.69436	2.29552	1.67586	-4.00584	-6.08807	-0.518858	-2.39209	1.33675	3.45729	3.74477	1.4901	4.24747	4.16747	2.13369	4.10281	4.14438	2.98568	4.53233	4.51424	1.36206	3.63712	4.2327	2.12631	4.15797	3.86212	2.48985	3.88523	4.42105	0.954771	3.64015	3.62221	-4.770450e+001	-7.136916e+002	-7.613961e+002
1900	1.46943	1.52699	1.43034	1.53216	0.475438	0.534823	0.0102843	0.519975	0.485563	0.762687	1.20208	-4.24157	-7.18812	-1.26821	-2.37138	1.86156	3.95421	4.46508	0.234534	0.130673	0.168298	0.167746	0.658976	1.5151	6.1975	-4.11119	-6.44314	-0.596784	-2.41738	1.53111	3.48236	4.08088	1.89252	4.32833	3.61518	2.37449	4.27692	2.82173	2.54303	4.36009	3.38111	1.52514	3.7862	3.34642	2.18241	4.19184	-0.0832568	2.67965	4.02014	3.59237	1.7595	4.00875	0.935269	-5.545997e+001	-7.163288e+002	-7.717887e+002
1950	1.58075	1.55629	1.53139	1.45376	0.260534	0.63788	0.0102843	0.574808	0.442634	0.707865	0.876639	-4.22709	-6.57559	-0.398293	-1.64283	2.16885	4.12439	3.88843	0.119874	0.0860305	0.132369	0.208612	0.519137	2.57919	2.04875	-3.80793	-6.52834	-0.637993	-1.69076	1.42547	3.67944	2.37886	1.45114	3.91746	2.24504	2.58247	4.47711	3.14994	2.4755	4.49878	2.74801	1.65285	4.05067	3.33578	2.04505	4.28707	3.38382	2.44317	4.10442	2.68305	2.40588	4.4413	3.33429	-4.762103e+001	-7.085050e+002	-7.561260e+002
2000	1.58879	1.59122	1.43616	1.48223	0.345848	0.603926	0.0102384	0.560707	0.587715	0.786483	1.08191	-3.73189	-7.35896	-1.1944	-1.90176	2.56546	4.52203	4.32832	0.173764	0.179346	0.0865001	0.143656	1.0036	1.04328	2.80115	-3.6278	-6.76523	-0.49687	-2.15652	1.64262	3.73085	1.91097	1.8799	3.9236	2.71156	3.10613	4.52529	4.17188	2.74681	4.55327	3.02135	1.65068	3.96155	2.89773	2.15394	4.29064	3.71944	2.54304	4.08436	2.48719	2.57436	4.47179	3.36574	-4.798683e+001	-7.108483e+002	-7.588351e+002
2050	1.56787	1.52259	1.41092	1.47753	0.239198	0.559915	0.01058	0.288556	0.60179	0.655123	1.03093	-3.15754	-6.23751	-0.592219	-2.11441	2.49131	4.57385	4.21516	0.280767	0.414048	0.0674505	0.154797	0.634144	1.55615	0.578589	-3.53234	-6.75748	-0.434989	-2.67933	1.71441	3.73192	3.30844	2.0204	4.41298	3.76927	2.76349	4.4287	4.20162	2.74622	4.44516	3.6409	1.66584	3.95744	3.74392	2.10576	4.105	3.9944	2.7784	4.1381	3.92215	2.08909	4.2896	4.20496	-4.413127e+001	-7.073482e+002	-7.514795e+002
2100	1.52131	1.55096	1.45308	1.48306	0.293512	0.637889	0.0100876	0.7991	0.536663	0.741708	0.832493	-3.71916	-7.18182	-0.0542977	-2.40424	1.62718	4.21731	3.56005	0.0908564	0.0722146	0.277642	0.0643154	2.17405	0.884973	3.14136	-3.44701	-7.24118	-0.547065	-2.41296	1.75191	3.87862	3.20295	1.56362	4.58165	4.29445	2.90229	4.57208	3.97611	2.41032	4.52455	3.33767	1.51327	4.01956	1.53364	1.71182	4.21747	3.3605	2.1889	4.09027	3.1635	2.12684	4.32339	2.76012	-4.819534e+001	-7.063735e+002	-7.545688e+002
2150	1.5173	1.64604	1.52241	1.54464	0.258246	0.621148	0.0100876	0.379086	0.597838	0.795863	0.790126	-3.02386	-6.79618	-1.17224	-1.76939	1.7282	4.45956	3.72137	0.221915	0.173009	0.125678	0.105023	1.69733	1.45247	1.65741	-3.56992	-7.02498	-0.555625	-2.09597	1.76048	3.84587	3.66194	2.02936	4.38967	3.74609	2.93969	4.56754	4.23233	2.89927	4.5871	3.24144	1.69968	4.13138	4.45358	2.00423	4.17367	3.98952	2.42766	4.09867	3.43399	2.67633	4.44876	3.56138	-4.593055e+001	-7.049628e+002	-7.508934e+002
2200	1.40315	1.56265	1.42998	1.52126	0.203915	0.741949	0.0113298	0.595502	0.424153	0.70842	0.871736	-3.25631	-7.59742	-0.7396	-1.44408	2.64097	4.05013	4.48444	0.156127	0.171506	0.111694	2.62173	1.98855	0.96336	1.89177	-3.49401	-7.38756	-0.554496	-3.39286	1.56743	3.81375	2.31296	1.8934	4.42277	4.59555	2.76697	4.48183	3.61543	2.70855	4.57226	3.56244	1.69873	4.15868	3.4972	2.21638	4.30432	4.02175	2.57805	4.17819	4.32736	2.68107	4.58256	4.10772	-5.278294e+001	-7.122823e+002	-7.650652e+002
2250	1.51378	1.5813	1.42631	1.54627	0.234864	0.663325	0.0106235	0.631364	0.577171	0.617377	1.10676	-3.27141	-6.73258	-0.582762	-2.45835	2.84167	4.39329	2.7243	0.238233	0.0796784	0.172491	0.235805	1.42906	0.860452	1.28774	-3.50166	-7.04108	-0.476329	-3.20068	1.98145	3.8642	2.07435	1.66546	4.46039	4.29869	2.81455	4.40858	4.23538	2.65971	4.49833	3.64608	1.2721	3.89789	3.81073	2.25667	4.24952	4.29884	3.22578	4.39379	1.17166	2.22178	4.33291	3.89513	-5.121436e+001	-7.085180e+002	-7.597323e+002
2300	1.51463	1.59749	1.53424	1.47879	0.318238	0.712222	0.0111332	0.653059	0.437096	1.01393	0.785423	-3.91018	-7.19955	-0.648495	-2.28215	2.99747	4.29492	3.27854	0.344231	0.176303	0.0971992	0.0689944	1.12969	0.844544	2.28155	-3.47745	-7.14025	-0.500107	-2.12728	2.1048	3.99262	3.80488	1.91949	4.22253	3.66748	3.26513	4.59515	4.02502	2.70704	4.54981	3.14322	0.922957	3.69495	2.40493	1.97348	4.25614	3.36911	3.45652	4.48715	3.42593	2.39675	4.5032	2.47927	-4.787222e+001	-7.121718e+002	-7.600440e+002
2350	1.54801	1.48226	1.30669	1.54793	0.205843	0.717509	0.0103043	0.257787	0.486188	1.14028	0.653566	-3.4173	-7.591	-1.14965	-2.63445	2.7388	3.77846	4.51008	0.132626	0.0974436	0.50982	0.665439	0.950858	1.0827	1.66727	-3.3433	-7.33512	-0.460055	-2.06924	2.19675	4.02328	4.00979	2.86023	4.56325	4.16974	2.9771	4.57176	3.95374	2.78783	4.50828	3.96177	1.14397	3.76473	3.79356	2.19387	4.20898	3.98959	3.18861	4.42403	3.41559	2.24913	4.32004	4.13131	-4.882048e+001	-7.192109e+002	-7.680314e+002
2400	1.46046	1.62607	1.45481	1.49154	0.297051	0.678419	0.0100254	0.571042	0.453095	0.869316	0.718314	-3.33395	-6.19906	-0.285216	-1.84359	1.81528	4.26943	3.24171	0.0547712	0.292584	0.0895522	0.208691	0.763377	1.91021	0.896408	-3.52767	-7.12434	-0.422205	-1.94003	2.48743	4.09024	3.4579	1.52955	4.07435	3.65703	2.5459	4.31173	3.58651	2.80199	4.47484	2.74235	1.82011	4.00706	3.15841	2.39049	4.09039	3.205	2.90625	4.20167	4.10795	2.25318	4.27003	3.66636	-4.729381e+001	-7.070872e+002	-7.543810e+002
2450	1.44947	1.48306	1.48808	1.5183	0.301956	0.617603	0.0105459	0.355087	0.562223	0.85941	0.849837	-4.0662	-5.77813	-0.0543551	-1.6303	2.35047	4.02023	3.33089	0.447058	0.159207	0.169678	0.0467514	0.43281	1.81247	0.81242	-3.30554	-6.94593	-0.426862	-1.92736	2.13483	3.96566	3.60225	2.12966	4.32056	3.0498	2.94023	4.45198	4.16294	2.67693	4.57424	3.04059	1.46074	3.95432	3.34391	1.94286	4.10817	2.75862	3.11071	4.31695	2.25904	1.74195	4.15485	2.14006	-5.667299e+001	-7.065789e+002	-7.632519e+002
2500	1.56585	1.49227	1.51888	1.55266	0.299695	0.577851	0.0100319	0.386031	0.499793	0.903837	0.668147	-2.73722	-6.90075	0.305137	-1.85247	1.6386	4.50899	4.51261	0.156938	0.079107	0.144334	0.105516	1.70567	1.91499	1.05431	-3.08905	-6.99677	-0.291894	-1.53658	2.08363	3.92977	3.64644	1.8913	4.40566	3.01215	2.29077	4.26894	3.56795	2.36254	4.37476	3.38343	1.72816	4.03705	3.81244	1.94528	4.10885	3.53917	2.79566	4.1995	3.00807	1.31793	3.88934	2.87809	-4.507685e+001	-7.035483e+002	-7.486252e+002
2550	1.55381	1.54423	1.34548	1.49521	0.224801	0.715985	0.0105901	0.469665	0.625387	0.925085	1.00034	-3.22528	-6.9177	0.379942	-2.3682	2.13514	4.58153	4.14134	0.185478	0.0794107	0.933267	0.306066	1.36687	1.96792	1.76022	-2.98043	-7.15747	-0.30734	-2.02048	1.98647	3.94556	3.798	1.96358	4.46786	3.96749	2.34778	4.30175	3.41047	2.74748	4.54979	3.72009	1.95686	4.1743	4.23944	1.73242	4.08846	3.6424	2.35641	4.04957	1.6733	2.0781	4.27004	3.55065	-5.031769e+001	-7.061507e+002	-7.564684e+002
2600	1.54781	1.51564	1.41202	1.47946	0.209081	0.721268	0.0107775	0.432228	0.41753	0.727268	0.728411	-2.65019	-6.87602	-0.112786	-3.21709	3.23557	4.44927	4.07358	0.123987	0.460879	0.0950175	0.185582	3.76556	0.875455	2.82763	-2.55563	-7.28983	-0.204981	-2.99775	1.69358	3.94265	3.56122	1.96934	4.5715	4.1284	2.10458	4.25513	4.15949	2.52386	4.44279	2.7217	1.61806	4.13906	3.45776	0.785216	3.87114	4.02555	2.09442	3.95563	4.10379	1.83729	4.18636	2.97709	-4.870542e+001	-7.175680e+002	-7.662734e+002
2650	1.50124	1.5704	1.5935	1.45132	0.303847	0.667483	0.0100385	0.684349	0.586569	0.908292	0.696704	-2.72687	-8.36948	0.765537	-2.55711	1.62858	4.39981	4.15485	0.347541	0.239539	0.418187	0.17605	0.816896	0.722755	1.15191	-2.77702	-7.42848	-0.225361	-2.80513	1.58017	3.7513	3.61324	0.673044	4.20609	4.27801	2.31732	4.31853	4.46345	3.31626	4.60343	1.66554	1.19756	3.95431	3.10243	1.59828	3.94242	3.80467	2.07064	4.03389	2.4114	2.19626	4.30838	2.6558	-5.462337e+001	-7.144473e+002	-7.690707e+002
2700	1.53842	1.51044	1.4547	1.48905	0.261456	0.67697	0.0114135	0.534532	0.54407	0.860544	0.755598	-2.64995	-7.13522	0.184924	-2.52532	2.08739	4.10275	4.21104	0.166802	0.319232	0.0633866	0.186228	1.27718	1.69345	1.37316	-2.78841	-7.37424	-0.179714	-2.71651	1.75089	3.80605	4.11262	1.66421	4.26623	4.55205	2.08865	4.14076	3.8469	3.02512	4.50491	3.49654	1.2181	3.88145	1.15262	1.52055	3.92891	4.39628	1.6459	3.72478	3.69538	1.59785	4.00101	3.12302	-4.858897e+001	-7.028087e+002	-7.513977e+002
2750	1.5344	1.53528	1.33114	1.54482	0.237917	0.704146	0.0139528	0.641023	0.542606	0.886598	0.86099	-2.37945	-7.83345	-1.02012	-2.796	1.63435	4.32715	4.45128	0.175062	0.159123	0.360318	0.266556	1.1884	1.4791	1.41248	-2.59077	-7.39399	-0.201338	-3.07665	1.56872	3.84968	4.3599	1.63881	4.59685	4.52439	1.78456	4.14383	3.82293	2.37419	4.47395	3.55171	1.43094	4.01817	2.86201	0.949925	3.85634	3.33826	2.012	3.87115	4.41927	1.18925	3.94777	3.43221	-4.650395e+001	-7.171567e+002	-7.636607e+002
2800	1.5388	1.5788	1.44722	1.4599	0.228143	0.596906	0.0102678	0.409013	0.460741	0.597869	1.03944	-2.06279	-7.18633	-0.00819192	-3.07928	1.41216	4.22307	4.20904	0.182083	0.216768	0.178611	0.165117	0.839326	1.21801	0.521436	-2.727	-6.65504	-0.241333	-2.79012	1.18732	3.67056	4.14674	1.4746	4.25588	4.11966	2.19632	4.30197	4.57368	2.55291	4.45872	3.97178	0.960779	3.79988	4.55316	1.06387	3.86138	3.50961	2.32173	4.05646	3.68045	0.927079	3.89135	3.31772	-4.462186e+001	-7.006490e+002	-7.452708e+002
2850	1.54674	1.63033	1.40073	1.48675	0.159897	0.761949	0.0102678	0.519505	0.413387	0.754501	1.04357	-1.91492	-7.36915	-0.212943	-2.57514	2.00324	3.74346	3.37076	0.632077	0.150857	0.0611182	0.189286	3.61241	1.39103	2.38444	-2.87632	-7.11089	-0.194651	-2.41442	1.49735	3.63919	2.96053	1.48034	3.22207	2.90822	2.02127	4.10283	0.531756	3.07493	4.47571	3.9805	0.941273	3.70022	3.05213	1.42848	3.91703	2.52483	2.49128	4.06662	4.13451	1.5787	3.91649	2.83887	-5.657575e+001	-7.173446e+002	-7.739203e+002
2900	1.48766	1.53623	1.61693	1.46877	0.19639	0.574686	0.0125292	0.421956	0.545207	0.744853	1.09025	-2.48342	-6.70038	-0.246628	-3.58295	2.39063	4.51604	2.80964	0.263904	0.133268	0.0855962	0.506456	1.46403	0.573227	3.23635	-3.01705	-6.8563	-0.108404	-3.1911	1.87949	3.71603	4.21477	1.44502	3.94245	2.07423	2.00372	3.9847	3.8653	3.08396	4.4238	2.68594	1.33884	3.70503	2.9361	1.59139	3.82306	0.225638	2.51831	3.90635	3.53971	1.60514	3.87275	4.1163	-5.352856e+001	-7.098043e+002	-7.633328e+002
2950	1.56596	1.5049	1.44058	1.48041	0.324041	0.649614	0.0110718	0.4656	0.603606	0.845579	0.792891	-2.86104	-6.96459	0.055349	-2.3764	2.30544	4.03485	3.96025	0.122207	0.0406585	0.194179	0.19994	0.902734	0.503169	2.46596	-3.01015	-6.96804	-0.0471869	-2.5283	2.43146	3.86066	4.43446	1.7524	4.02976	4.27247	2.28183	4.06239	4.14394	3.26089	4.39548	1.98733	1.16064	3.58537	1.61886	1.42098	3.76337	3.39401	2.96322	4.05037	2.23036	2.03095	3.96375	3.49188	-4.882010e+001	-7.035599e+002	-7.523800e+002
3000	1.51721	1.55937	1.62445	1.54598	0.326736	0.720952	0.0100925	0.33218	0.59448	0.781044	0.866135	-3.05613	-6.96646	0.994418	-2.3289	2.3337	4.47669	3.8995	0.280447	0.305114	0.465398	0.074757	1.10061	3.17558	1.20342	-3.02242	-6.93028	-0.0612667	-2.01556	2.28747	3.81878	3.92199	3.23683	4.18545	3.80646	2.81262	4.21314	4.25518	3.25705	4.43875	4.20448	0.994282	3.49647	4.08999	2.12058	3.79972	2.4349	3.35138	4.18242	4.44892	1.79853	3.89937	2.06981	-5.414699e+001	-7.161604e+002	-7.703074e+002
3050	1.48543	1.57264	1.57292	1.49646	0.314101	0.529959	0.0106256	0.542882	0.598753	0.852715	0.883575	-2.4515	-7.12904	0.181965	-1.66345	2.24571	4.34896	4.082	0.434239	0.227193	0.206054	0.0703669	1.38457	0.935506	0.962936	-2.89703	-7.17299	-0.117173	-1.75798	1.91327	3.79321	3.59162	0.575783	3.94235	3.33717	2.74266	4.30953	3.62215	3.87622	4.60081	3.76147	0.881281	3.62554	3.29464	1.27175	3.83557	3.20009	3.19064	4.22498	3.05724	1.88445	3.98025	3.83703	-4.796280e+001	-7.131398e+002	-7.611026e+002
3100	1.503	1.45017	1.51234	1.45595	0.292756	0.580144	0.0113493	0.385149	0.438683	0.899421	0.953028	-2.86828	-6.94803	0.275567	-1.79841	2.16718	4.48309	2.95975	0.0999149	0.169959	0.146186	0.154378	0.963427	0.899795	0.895325	-2.77152	-6.80825	-0.139131	-1.48584	1.80418	3.78928	3.3443	1.96343	4.3796	3.43493	2.36053	4.14298	3.84309	2.80925	4.40404	3.0855	0.93388	3.69532	3.87468	1.76496	3.98177	2.02139	2.12878	3.84216	3.27301	1.77938	4.05398	3.18309	-4.261738e+001	-7.073379e+002	-7.499553e+002
3150	1.47152	1.58623	1.46881	1.46156	0.29045	0.649346	0.0116837	0.651894	0.530266	0.826014	0.91574	-3.65684	-6.82637	0.334606	-1.27761	3.217	4.50619	2.42038	0.478177	0.147057	0.0979736	0.126189	1.55634	0.865202	2.23156	-2.92298	-7.10689	-0.0617304	-1.39957	1.99559	3.69208	2.48893	2.8331	4.46987	3.35446	2.56787	4.09915	2.48487	3.49459	4.39567	0.971728	1.22628	3.64372	3.74855	1.36098	3.73218	2.55036	2.001	3.73709	0.584137	2.58408	4.17607	2.91687	-5.277989e+001	-7.073484e+002	-7.601282e+002
3200	1.50592	1.50761	1.49443	1.44609	0.211703	0.574199	0.012271	0.576175	0.456324	0.94224	0.995489	-2.88617	-6.45578	-0.227104	-1.3404	1.77321	4.33047	2.74218	0.158367	0.101618	0.0562077	0.280956	1.14077	1.55108	3.41814	-3.11594	-6.74385	-0.10501	-1.06193	1.88364	3.65475	2.66222	2.11179	4.00058	2.10509	2.58514	4.15715	2.71953	3.61443	4.44515	0.443333	1.09606	3.55481	2.87573	1.59148	3.83601	0.945681	2.48287	3.83497	-0.221491	2.88707	4.24128	3.29404	-5.279699e+001	-7.082408e+002	-7.610378e+002
3250	1.47465	1.5552	1.48039	1.50836	0.158141	0.667789	0.0106154	0.443824	0.556541	0.740182	1.04643	-3.1942	-6.86227	-0.144662	-0.906053	2.60244	3.28562	2.90325	0.189128	0.317174	0.113137	0.175942	3.16701	3.60885	1.65666	-2.90136	-6.72405	-0.116181	-1.09177	1.48165	3.61025	2.56011	1.93194	4.48523	2.50589	2.13903	4.04999	2.59147	3.33871	4.53387	3.01844	0.809156	3.53727	3.55592	1.68556	3.81632	1.56436	2.45848	3.96686	1.80172	1.87096	3.95659	2.85447	-5.673777e+001	-7.023707e+002	-7.591084e+002
3300	1.50704	1.50011	1.3884	1.42401	0.215618	0.685134	0.0113442	0.615607	0.606554	0.716136	0.961891	-2.65175	-6.13647	-0.187141	-2.1392	1.5444	4.57674	4.12669	0.611223	0.128045	0.284451	0.125896	2.18224	0.94961	1.76054	-2.92346	-6.25962	-0.111614	-1.71313	1.08889	3.42355	2.98479	1.36089	4.34081	3.60391	2.44982	4.17199	3.44326	3.76848	4.58981	3.73836	0.687021	3.4356	1.44114	1.0815	3.70286	3.43612	2.29206	3.80339	0.806254	1.23724	3.80617	3.85956	-5.515669e+001	-7.091095e+002	-7.642662e+002
3350	1.45324	1.49313	1.35889	1.47709	0.276553	0.61864	0.0111422	0.412935	0.580719	0.710593	0.890543	-2.74524	-6.67188	-0.382175	-2.66764	2.09415	3.59479	2.05354	0.100069	0.0964371	0.062224	1.28051	0.8656	2.24949	1.61368	-2.8772	-6.78598	-0.144142	-1.95886	0.94457	3.35058	2.1017	2.01116	4.29129	3.19852	2.38049	4.14821	3.85359	2.47876	4.40473	1.4365	0.530944	3.47654	4.13257	1.4071	3.92041	2.0868	2.29971	3.92682	3.75413	0.917493	3.75395	2.21645	-5.845655e+001	-7.066864e+002	-7.651429e+002
3400	1.54659	1.58906	1.41183	1.54233	0.235866	0.681324	0.0111261	0.874962	0.585245	0.809939	0.993192	-3.04109	-7.32567	0.0533114	-1.78568	1.36891	3.92615	4.36343	0.187652	0.279296	0.0717806	0.245176	1.97532	1.22348	2.70578	-2.97929	-7.0036	-0.182595	-2.32086	0.778252	3.26117	2.91128	2.16909	4.55965	3.27766	2.57326	4.26293	3.86032	2.64902	4.3356	3.73286	0.887404	3.59434	4.53376	1.19578	3.84212	2.74155	2.57031	4.02554	4.57539	1.0961	3.89579	4.15964	-5.101345e+001	-7.144789e+002	-7.654924e+002
3450	1.51267	1.51829	1.31438	1.58794	0.230476	0.689146	0.017129	0.354019	0.544719	0.86876	0.937753	-3.02583	-6.57973	-0.349809	-2.23705	2.06072	4.48715	4.23908	0.0765262	0.11295	0.100299	0.112348	1.52722	0.730375	1.5463	-3.16755	-6.73161	-0.167228	-2.45618	1.25283	3.43319	3.8183	1.86916	4.1518	3.69998	2.30962	4.07866	3.10734	3.05495	4.42216	2.72777	0.861692	3.50567	2.47812	1.89304	3.99084	3.37904	2.86114	4.04227	3.96639	1.74591	3.96759	2.39856	-4.327498e+001	-7.114941e+002	-7.547690e+002
3500	1.57262	1.57466	1.62909	1.40598	0.197437	0.641981	0.0101151	0.583301	0.544659	0.634965	0.838805	-3.58888	-6.87669	-0.583334	-3.06907	2.61089	4.45516	3.78676	0.113708	0.0734643	0.142685	0.0758678	1.73596	1.38072	1.78844	-3.1462	-6.71672	-0.178273	-2.89123	1.69894	3.65599	4.01361	2.12041	4.3967	3.7598	2.27945	4.09516	4.46054	3.56745	4.53612	1.95548	0.708555	3.47885	4.06788	1.80983	3.91593	3.28763	2.47187	3.95037	3.46024	1.81225	4.02955	2.12663	-4.554299e+001	-7.094332e+002	-7.549762e+002
3550	1.46642	1.48921	1.56206	1.45349	0.26161	0.601153	0.0111986	0.539821	0.467696	0.720327	0.908694	-2.45572	-7.15745	-0.531295	-1.80761	2.63808	4.32704	3.39886	0.367484	0.0593408	0.103446	0.14345	1.83018	0.799276	1.54931	-3.16344	-6.76469	-0.267683	-2.41162	1.70961	3.69507	3.72149	2.41304	4.42908	3.27114	2.11968	4.17622	4.31767	2.7098	4.3993	3.6232	1.15117	3.79617	3.6835	1.78144	3.9522	2.65538	2.58043	4.07809	4.19984	1.85687	4.13307	2.59982	-4.848746e+001	-7.095705e+002	-7.580579e+002
3600	1.5634	1.56496	1.39668	1.45856	0.42644	0.625682	0.0122914	0.382602	0.598018	0.764778	0.801707	-3.23171	-6.38229	-2.88658	-1.65623	2.52457	4.5931	2.09296	0.0750765	0.0489516	0.931796	0.583602	1.09476	2.41337	0.866842	-3.28243	-7.21808	-0.251405	-1.93059	1.54942	3.52538	1.26461	1.55486	4.03191	3.1707	2.47926	4.24748	2.71737	2.46907	4.37334	2.90928	1.10264	3.68852	2.6142	2.19173	4.01246	3.57786	2.83468	4.09158	2.43993	1.91042	4.0467	1.22622	-6.715690e+001	-7.148512e+002	-7.820081e+002
3650	1.60269	1.53164	1.42742	1.57318	0.231616	0.645322	0.0114273	0.372478	0.660239	0.661084	0.921928	-3.35909	-5.6706	-0.18095	-1.90391	2.46822	4.10335	2.63598	0.244066	0.71676	0.119402	0.0837275	2.45709	0.701908	6.37157	-3.49081	-6.77886	-0.375004	-2.28272	1.36993	3.545	1.5339	1.00243	3.88524	0.81182	2.93886	4.38233	4.29471	2.68299	4.38071	1.33252	0.990075	3.59408	2.31671	2.12946	4.10253	1.0516	3.1505	4.23572	-0.0084239	1.97795	4.14101	-0.889637	-6.112206e+001	-7.117863e+002	-7.729084e+002
3700	1.64679	1.52845	1.50261	1.49692	0.32084	0.723105	0.0101626	0.479395	0.561894	0.690366	1.24692	-3.03304	-6.63218	-1.0672	-2.32165	2.72269	4.26357	1.85346	0.114359	0.447954	0.199164	0.203557	2.98687	0.67851	9.14875	-3.48455	-6.74174	-0.348052	-2.46997	1.19334	3.37599	-0.517729	1.44267	4.03668	0.527352	3.23293	4.4531	4.25647	2.79166	4.39337	3.82632	0.476646	3.3998	1.17221	1.78259	3.9775	-0.172068	3.52345	4.33705	4.02346	1.5992	4.02135	-1.33136	-6.480028e+001	-7.159737e+002	-7.807739e+002
3750	1.48416	1.54445	1.46729	1.46257	0.253301	0.675508	0.0134356	0.527173	0.537612	0.624927	1.14905	-3.90647	-5.85012	-0.588391	-2.88433	2.89681	4.58809	1.49628	0.0877799	0.237274	0.150088	0.267523	2.48521	0.740979	5.83448	-3.61925	-6.2997	-0.412132	-2.18901	1.29374	3.45605	-2.76281	0.709327	3.84863	-0.00598227	3.22008	4.52875	4.08728	2.81856	4.43714	2.82007	0.279352	3.26023	2.15247	2.58441	4.10322	-0.134803	3.41887	4.32281	3.53595	1.67467	3.9087	0.354755	-6.125555e+001	-7.192554e+002	-7.805109e+002
