iter	M_lnTg(1)	M_lnUGT_VmaxC(1)	M_lnUGT_Km(1)	M_lnSULT_VmaxC(1)	M_lnSULT_Km_apap(1)	M_lnVmax_AS(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AS(1)	M_lnCLC_AG(1)	Var_lnfa(1)	Var_lnkSG_Vm(1)	Var_lnkSG_Km(1)	Var_lnTg(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AS(1)	Var_lnCLC_AG(1)	Var_lnkGA(1)	Var_lnkPAPS(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnkPAPS_syn(1)	Var_lnVmax_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	Verr_lnCU_APAP_mcg_samp(1)	Verr_lnCU_AG_mcg_samp(1)	Verr_lnCU_AS_mcg_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnCLC_APAP(1.1)	lnCLC_AS(1.1)	lnSULT_VmaxC(1.1)	lnCLC_AG(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnkPAPS_syn(1.1)	lnVmax_AS(1.1)	lnTg(1.1.1)	lnSULT_Km_apap(1.1.1)	lnCLC_APAP(1.1.1)	lnCLC_AS(1.1.1)	lnSULT_VmaxC(1.1.1)	lnCLC_AG(1.1.1)	lnUGT_Km(1.1.1)	lnUGT_VmaxC(1.1.1)	lnkPAPS_syn(1.1.1)	lnVmax_AS(1.1.1)	lnTg(1.1.2)	lnSULT_Km_apap(1.1.2)	lnCLC_APAP(1.1.2)	lnCLC_AS(1.1.2)	lnSULT_VmaxC(1.1.2)	lnCLC_AG(1.1.2)	lnUGT_Km(1.1.2)	lnUGT_VmaxC(1.1.2)	lnkPAPS_syn(1.1.2)	lnVmax_AS(1.1.2)	lnTg(1.1.3)	lnSULT_Km_apap(1.1.3)	lnCLC_APAP(1.1.3)	lnCLC_AS(1.1.3)	lnSULT_VmaxC(1.1.3)	lnCLC_AG(1.1.3)	lnUGT_Km(1.1.3)	lnUGT_VmaxC(1.1.3)	lnkPAPS_syn(1.1.3)	lnVmax_AS(1.1.3)	lnTg(1.1.4)	lnSULT_Km_apap(1.1.4)	lnCLC_APAP(1.1.4)	lnCLC_AS(1.1.4)	lnSULT_VmaxC(1.1.4)	lnCLC_AG(1.1.4)	lnUGT_Km(1.1.4)	lnUGT_VmaxC(1.1.4)	lnkPAPS_syn(1.1.4)	lnVmax_AS(1.1.4)	lnTg(1.1.5)	lnSULT_Km_apap(1.1.5)	lnCLC_APAP(1.1.5)	lnCLC_AS(1.1.5)	lnSULT_VmaxC(1.1.5)	lnCLC_AG(1.1.5)	lnUGT_Km(1.1.5)	lnUGT_VmaxC(1.1.5)	lnkPAPS_syn(1.1.5)	lnVmax_AS(1.1.5)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnCLC_APAP(1.2)	lnCLC_AS(1.2)	lnSULT_VmaxC(1.2)	lnCLC_AG(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnkPAPS_syn(1.2)	lnVmax_AS(1.2)	lnTg(1.2.1)	lnSULT_Km_apap(1.2.1)	lnCLC_APAP(1.2.1)	lnCLC_AS(1.2.1)	lnSULT_VmaxC(1.2.1)	lnCLC_AG(1.2.1)	lnUGT_Km(1.2.1)	lnUGT_VmaxC(1.2.1)	lnkPAPS_syn(1.2.1)	lnVmax_AS(1.2.1)	lnTg(1.2.2)	lnSULT_Km_apap(1.2.2)	lnCLC_APAP(1.2.2)	lnCLC_AS(1.2.2)	lnSULT_VmaxC(1.2.2)	lnCLC_AG(1.2.2)	lnUGT_Km(1.2.2)	lnUGT_VmaxC(1.2.2)	lnkPAPS_syn(1.2.2)	lnVmax_AS(1.2.2)	lnTg(1.2.3)	lnSULT_Km_apap(1.2.3)	lnCLC_APAP(1.2.3)	lnCLC_AS(1.2.3)	lnSULT_VmaxC(1.2.3)	lnCLC_AG(1.2.3)	lnUGT_Km(1.2.3)	lnUGT_VmaxC(1.2.3)	lnkPAPS_syn(1.2.3)	lnVmax_AS(1.2.3)	lnTg(1.2.4)	lnSULT_Km_apap(1.2.4)	lnCLC_APAP(1.2.4)	lnCLC_AS(1.2.4)	lnSULT_VmaxC(1.2.4)	lnCLC_AG(1.2.4)	lnUGT_Km(1.2.4)	lnUGT_VmaxC(1.2.4)	lnkPAPS_syn(1.2.4)	lnVmax_AS(1.2.4)	lnTg(1.2.5)	lnSULT_Km_apap(1.2.5)	lnCLC_APAP(1.2.5)	lnCLC_AS(1.2.5)	lnSULT_VmaxC(1.2.5)	lnCLC_AG(1.2.5)	lnUGT_Km(1.2.5)	lnUGT_VmaxC(1.2.5)	lnkPAPS_syn(1.2.5)	lnVmax_AS(1.2.5)	LnPrior	LnData	LnPosterior
8970	-2.48636	8.52046	7.77535	6.38407	7.16917	17.2183	0.686906	-5.86818	-5.19345	-3.89229	0.122122	0.0952345	0.245525	0.0396206	2.21546	1.83751	3.97701	0.168996	0.115343	0.367185	0.426815	0.267621	7.97084	0.0761437	0.145831	0.498975	0.49986	0.499907	0.49859	0.499941	0.4995	-2.41709	6.05923	-4.65965	-5.5609	6.11974	-5.4709	7.81424	7.83735	3.0542	17.5463	-2.40964	6.28018	-5.32144	-4.99669	7.66976	-5.55219	8.25764	9.08802	3.06082	17.8828	-2.4762	6.04156	-1.43707	-1.6392	7.00449	-1.50541	7.84189	8.87028	3.10471	17.2887	-2.49081	5.3425	-4.88629	-5.92064	5.67596	-5.95323	7.67086	8.31452	3.16909	17.1351	-2.4899	5.86304	-5.32163	-3.90533	1.65194	-4.90187	9.13729	6.83101	3.1682	17.087	-2.47761	6.70479	-4.28058	-4.92285	7.08576	-5.06903	7.95322	8.44555	3.20569	17.4375	-2.46315	7.52714	-5.63164	-5.57451	9.09581	-5.17925	7.76804	8.26166	3.09281	17.7076	-2.47172	7.00032	-4.88483	-4.13422	7.28298	-4.61751	7.6298	7.95917	3.06895	17.8639	-2.48182	6.72037	-5.90563	-5.82006	7.11018	-4.84329	7.87526	8.36122	3.221	17.4368	-2.45895	7.17576	-5.81334	-5.92386	7.54365	-5.45138	8.42519	8.84245	3.22334	17.8856	-2.49419	7.28314	-1.93415	-5.52999	1.4412	-2.01061	7.62979	8.40821	3.39357	16.6254	-2.4718	7.37101	-4.65272	-5.21809	8.02962	-5.7842	7.8449	8.73682	3.02764	18.0501	inf	-7.239844e+03	inf
8980	-2.49112	9.05408	7.71922	12.6091	7.18587	17.8494	0.686906	-5.76684	-5.58976	-5.34461	0.373739	0.206902	0.289048	0.0357202	5.66573	1.59363	3.58872	0.163318	0.526687	0.431286	0.35717	0.51523	5.12517	0.0761437	0.144967	0.499499	0.499873	0.49998	0.498886	0.498753	0.497834	-2.4467	6.25266	-4.87753	-4.8663	8.4966	-3.62183	7.63838	8.225	3.0542	18.0519	-2.49741	6.13724	-5.20696	-5.96387	8.02998	-5.55535	8.05598	8.6672	3.00367	18.3278	-2.47788	6.15275	-1.474	-1.87247	7.11423	-1.28229	7.77685	8.87381	3.10471	18.5491	-2.45098	5.19961	-4.34409	-5.03788	5.42032	-5.63038	7.66385	8.07005	3.16909	17.9772	-2.46397	6.34181	-5.2849	-4.88858	2.92745	-4.07436	9.17747	6.98601	3.08698	18.8422	-2.49369	6.96941	-5.58461	-5.16379	7.36492	-5.75554	7.90398	8.44555	3.17498	17.5132	-2.49505	7.75518	-4.54222	-5.88604	7.45377	-4.05594	7.90479	8.79219	3.09281	17.3199	-2.47625	6.90111	-3.97421	-4.812	7.19049	-4.54555	7.76586	8.12234	3.0006	17.3466	-2.46437	6.16689	-4.77717	-5.89701	6.6421	-5.69906	7.91206	8.43081	3.60614	17.6499	-2.39913	7.50737	-5.90867	-5.76123	7.77352	-4.46256	8.1955	8.64913	3.21346	17.0069	-2.48849	7.87411	-2.27094	-4.27978	2.95454	-2.16776	7.77499	8.41829	3.09553	17.3447	-2.43397	7.41675	-5.48526	-5.70132	7.91489	-4.80582	8.05887	8.81223	3.11328	17.5989	inf	-7.241085e+03	inf
8990	-2.38745	8.56522	7.71502	6.17672	6.39279	17.8494	0.686906	-4.88284	-5.9673	-4.33665	0.462499	0.35364	0.100394	0.0284902	2.69575	0.815455	2.67149	1.07691	0.0904929	0.486246	0.227437	0.639323	7.46112	0.0761437	0.0876107	0.499957	0.499792	0.49973	0.49748	0.497693	0.4932	-2.48992	6.32568	-5.18063	-5.05595	7.53783	-5.9102	7.82779	7.94409	3.0542	18.1331	-2.45725	6.69973	-4.57933	-5.56224	7.93847	-5.22412	8.20975	8.78329	3.00486	17.7759	-2.431	5.92255	-1.50699	-1.78688	6.98931	-1.44869	7.63323	8.75918	3.24794	18.5491	-2.41567	5.4049	-5.3031	-5.15991	5.60111	-5.15445	7.74157	8.20758	3.29293	17.8783	-2.49112	6.80876	-4.51346	-4.23102	2.62845	-4.34019	9.14923	6.04303	3.08698	18.0852	-2.47123	7.14796	-5.00737	-5.04123	7.57145	-4.76333	7.82226	8.27286	3.13412	18.6103	-2.4996	7.0589	-3.99857	-5.63458	3.78074	-5.35429	7.67609	8.68374	3.09281	17.3929	-2.45947	6.98524	-3.88163	-4.75503	7.50593	-4.13647	7.72212	8.23261	3.03498	17.8199	-2.4966	5.96707	-5.43797	-5.24021	6.24402	-5.86759	8.3688	8.69069	3.32613	17.595	-2.49716	7.10278	-5.15261	-5.08102	7.55478	-5.37621	8.06475	8.58598	3.3149	16.4765	-2.45597	7.52647	-1.78772	-4.8096	1.70953	-2.17615	7.659	8.62589	3.40822	17.3881	-2.48931	7.10138	-4.63064	-5.07871	7.90826	-5.23106	7.78761	8.60889	3.11328	17.2825	inf	-7.241909e+03	inf
9000	-2.29923	7.59254	7.62402	6.26305	6.96078	18.0214	0.686906	-5.09911	-5.50726	-5.77738	0.146441	0.204063	0.143918	0.0839379	2.23701	0.761617	4.35388	0.772049	0.186055	0.330851	0.435504	0.347218	4.45698	0.0761437	0.111167	0.499958	0.499874	0.499398	0.499943	0.499511	0.49588	-2.49562	6.31308	-5.06315	-5.18269	7.15548	-5.20123	7.90943	7.90534	3.0542	17.8789	-2.49577	6.93006	-5.77923	-5.80911	7.6614	-5.62157	7.99467	8.55885	3.30404	18.3362	-2.49826	6.18215	-1.50507	-1.62358	7.02765	-1.35577	7.676	8.54583	3.24794	17.5609	-2.4507	5.4049	-5.62598	-5.92921	5.62036	-5.95686	8.02364	8.31373	3.58459	17.8783	-2.4987	7.17958	-4.5839	-4.53266	2.26221	-5.45605	8.33184	6.31536	3.19856	17.9149	-2.47794	6.9449	-5.30685	-5.73692	7.66187	-5.46138	8.06597	8.58473	3.29467	17.5171	-2.4664	7.03873	-3.51451	-5.90687	8.51786	-5.61714	7.69237	8.44645	3.09281	17.6571	-2.38894	7.17313	-4.07682	-4.74143	7.60933	-3.94758	7.65484	8.14826	3.20487	17.3261	-2.46342	5.60608	-5.70381	-5.66115	6.27641	-5.71037	7.64329	8.43027	3.59872	17.3343	-2.43456	7.40104	-4.2019	-5.70868	7.68927	-5.80154	7.96947	8.49981	3.41652	18.0065	-2.35415	7.70019	-1.79114	-4.98278	3.89841	-2.00771	7.77299	8.60125	3.07955	17.3719	-2.37702	7.50879	-5.32945	-5.44499	8.13844	-5.32139	7.72982	8.5458	3.27524	18.5071	inf	-7.249298e+03	inf
9010	-2.41502	7.13102	7.8194	6.40278	6.46071	17.9011	0.686906	-5.20227	-3.25892	-5.35396	0.135746	0.0873238	0.260207	0.0543193	1.19228	1.94034	1.6115	0.237916	0.243448	0.184584	0.537589	0.949368	2.52329	0.0761437	0.108787	0.499545	0.499898	0.499727	0.497679	0.499009	0.499423	-2.4817	6.34091	-5.11613	-3.57624	5.47645	-4.76443	7.82903	7.26897	3.0542	17.652	-2.49839	6.62904	-5.54669	-4.84625	7.96311	-5.62445	8.24291	8.87092	3.08725	17.4466	-2.49826	6.1299	-1.41371	-1.81552	7.266	-1.64281	7.68079	8.88557	3.24794	17.1131	-2.47791	5.12472	-5.22698	-4.78761	5.42038	-5.56889	7.67773	8.26341	3.48908	17.6356	-2.49705	6.85635	-4.88377	-4.09992	1.92382	-5.34852	8.51754	6.1442	3.61976	17.7778	-2.45693	6.85529	-5.16952	-5.96359	7.20786	-4.90431	8.0195	8.39645	3.29467	17.4361	-2.46308	7.11557	-4.6733	-5.00611	7.88159	-5.55874	7.62632	7.50624	3.09281	17.6853	-2.41714	7.45704	-3.95865	-4.20011	7.48107	-4.41551	7.80059	8.04358	3.20785	17.7844	-2.44248	5.44079	-3.77155	-4.7727	6.18121	-5.67916	8.15876	8.80431	3.15667	17.4957	-2.32613	7.19048	-4.9573	-5.66935	7.84067	-5.62429	7.96641	8.61825	3.03028	17.986	-2.49523	6.76393	-2.26235	-5.42602	3.38291	-2.34634	7.80583	8.56446	3.07955	18.4541	-2.47167	7.31271	-4.96404	-5.57818	8.02632	-5.98969	7.7513	8.94239	3.33348	17.9453	inf	-7.249961e+03	inf
9020	-2.15299	8.40882	7.87528	6.27447	6.22669	17.8148	0.686906	-4.66008	-5.27308	-4.60789	0.520337	0.085966	0.143107	0.0614814	2.35379	0.895598	1.71752	0.123027	0.136829	0.141658	0.238359	0.654713	4.51037	0.0761437	0.0879293	0.499807	0.499939	0.499727	0.498286	0.498851	0.490363	-2.26531	5.811	-5.56037	-4.67444	7.12828	-4.85599	8.23326	8.35273	3.0542	17.652	-2.36768	6.83906	-5.91475	-5.40643	8.0768	-5.00092	8.15017	8.56705	3.19537	17.6112	-2.49826	6.1299	-1.34947	-1.80859	7.23331	-1.41931	7.83699	8.87538	3.01562	17.5934	-2.48671	5.67176	-4.96594	-5.16811	6.01993	-5.87693	7.90732	8.35892	3.30963	17.6008	-2.47769	4.84369	-5.63026	-5.17685	0.664139	-4.97279	8.79141	6.33954	3.37073	17.4458	-2.38799	7.02164	-5.32988	-5.8591	7.45047	-4.26894	7.79731	8.38269	3.20801	17.448	-2.35331	7.39831	-4.18585	-5.14978	6.80877	-5.98202	8.16593	8.60253	3.09281	17.88	-2.37034	7.50754	-3.96965	-4.45099	7.84631	-3.92315	7.70624	8.12702	3.02422	18.3064	-2.48409	6.2262	-5.0479	-5.68073	6.46718	-5.14581	8.33558	8.80431	3.0869	17.8261	-2.45109	7.56946	-5.95834	-5.38516	7.776	-4.47781	8.25287	8.64506	3.46425	17.9749	-2.49453	7.37668	-2.37604	-5.59756	3.81035	-2.55401	7.64813	8.61083	3.06329	18.1702	-2.49462	7.17578	-5.38377	-5.2574	7.78043	-5.45235	7.91094	8.47893	3.13731	17.5492	inf	-7.247159e+03	inf
9030	-2.38674	8.31459	8.14611	7.17602	6.52145	17.5219	0.686906	-5.7174	-4.30274	-5.84884	0.14816	0.14142	0.124075	0.0538693	3.78656	0.768915	1.71752	0.17946	0.0874721	0.157067	0.189903	0.429726	3.51276	0.0761437	0.0653615	0.499426	0.499939	0.499973	0.493992	0.498864	0.499564	-2.43763	6.81109	-5.92971	-4.41845	6.38384	-5.14029	7.99135	8.35273	3.0542	17.5504	-2.42761	6.49757	-5.63492	-5.90987	7.26728	-4.87926	8.07187	8.61786	3.21846	17.6912	-2.476	6.03767	-1.78838	-1.73057	7.1039	-1.57389	7.67421	8.6967	3.46307	17.4097	-2.4718	5.21082	-5.77517	-5.39651	5.79743	-4.89377	8.09234	8.59773	3.19674	17.8579	-2.47653	5.60975	-5.80627	-4.20482	0.941245	-4.3104	9.00988	7.11491	3.38022	17.6993	-2.38799	6.97696	-5.32146	-4.89693	7.53484	-4.89762	7.79639	8.25195	3.19379	17.6939	-2.30002	7.38705	-4.18541	-5.34504	5.7683	-5.0425	7.82606	8.65834	3.09281	17.6144	-2.41813	7.73204	-4.59352	-4.86679	8.28875	-3.6354	7.65209	8.2932	3.09225	17.6192	-2.48602	6.30835	-5.73916	-4.95632	6.63776	-4.01183	8.03057	8.52771	3.0869	17.2845	-2.48736	7.1393	-5.63207	-5.9792	7.54632	-4.76783	8.33761	8.64506	3.81635	17.1902	-2.48276	7.46206	-2.21861	-4.16372	4.0149	-2.04292	7.91653	8.78675	3.04393	16.9734	-2.49462	7.04195	-5.54545	-5.83622	7.78043	-5.99393	7.87644	8.4787	3.33744	17.1779	inf	-7.256768e+03	inf
9040	-2.16832	9.10212	8.40707	7.73699	6.52373	17.3488	0.686906	-5.54795	-5.59178	-5.64144	0.14816	0.034103	0.150444	0.145331	1.76435	2.70073	6.41484	0.174725	0.289518	0.139988	0.252655	0.460111	3.89483	0.0761437	0.0799969	0.499985	0.499969	0.499945	0.4946	0.498479	0.498537	-2.34626	6.7049	-5.93971	-3.30423	6.60452	-5.55903	8.10133	8.56356	3.0542	17.5504	-2.4938	7.51277	-5.93331	-5.00946	8.5584	-4.6355	7.93795	8.55396	3.16424	17.0424	-2.4817	6.24398	-1.34614	-1.762	7.23901	-1.61068	7.69448	8.6034	3.17506	17.7526	-2.37275	5.45113	-5.73844	-5.59368	5.89506	-4.69112	8.04576	8.58657	3.29913	18.1392	-2.49746	7.61349	-5.74981	-0.441742	4.16789	-3.8818	9.02749	6.82091	3.45454	17.2418	-2.37257	6.86788	-5.90127	-4.86445	7.27435	-5.51415	7.86384	8.25195	3.02335	17.3248	-2.32935	7.29824	-5.18531	-5.72085	7.59115	-4.22288	8.09173	8.7755	3.09281	17.519	-2.33979	7.92502	-4.67786	-4.9956	8.32133	-3.66041	7.96881	8.40416	3.12396	17.5657	-2.36929	6.19076	-5.75792	-5.9398	6.7617	-5.06652	7.9959	8.53821	3.08077	17.3344	-2.48736	7.06093	-4.99877	-5.38553	7.30653	-5.70823	7.97858	8.60493	3.28007	17.7772	-2.47027	7.8337	-2.31013	-4.19818	2.13692	-2.06076	7.91806	8.83082	3.38523	17.5884	-2.47902	7.28143	-4.55513	-5.8697	8.08902	-5.34317	7.94783	8.96611	3.56961	17.7805	inf	-7.249016e+03	inf
9050	-2.48284	8.64737	8.09745	5.79983	6.67973	17.8153	0.686906	-4.17218	-4.93683	-3.92662	0.14816	0.272182	0.154593	0.0797974	1.80609	1.3723	2.25027	0.226766	0.10891	0.174273	0.37438	0.28252	1.83863	0.0761437	0.190152	0.499609	0.499874	0.499968	0.498197	0.498772	0.499347	-2.41595	6.33872	-5.36857	-5.56857	8.13363	-4.24884	8.05176	8.11887	3.0542	17.2141	-2.49719	7.22782	-5.06112	-5.5622	8.43297	-5.33775	7.67832	8.24993	3.02466	17.5586	-2.49854	6.20574	-1.5409	-1.68858	7.32783	-1.43083	7.65012	8.65786	3.48056	17.0157	-2.42192	5.46799	-5.6698	-5.97861	5.82833	-5.5525	8.02138	8.54465	3.47111	18.3315	-2.49408	6.10704	-5.86841	-4.75176	4.0895	-2.34246	8.62673	6.50552	3.54196	17.5159	-2.39184	6.89368	-4.87607	-5.51256	7.34361	-5.63996	7.67169	8.12859	3.02847	16.7492	-2.44386	7.08931	-3.96801	-5.39398	5.45171	-4.69665	7.89784	8.57247	3.09281	17.519	-2.49464	7.41555	-4.11093	-4.44946	7.65214	-4.44966	8.04857	8.35356	3.07153	18.1541	-2.48209	6.45966	-5.58	-5.66336	6.77083	-5.2499	7.87063	8.54488	3.25996	17.6687	-2.47514	6.69831	-5.60837	-5.04599	6.89205	-5.3581	7.96254	8.43583	3.11834	17.6643	-2.47256	7.33763	-2.04217	-2.34008	2.27136	-2.19869	7.96973	8.73188	3.38533	17.6573	-2.47902	7.18088	-3.57339	-5.90122	7.69462	-4.79199	8.0252	8.93683	3.25677	17.7805	inf	-7.240014e+03	inf
9060	-2.35269	8.34392	7.99104	8.57949	6.84537	17.334	0.686906	-4.31129	-5.41873	-5.67841	0.0562156	0.28918	0.124218	0.0797974	1.87517	1.34427	3.02999	0.154675	0.268519	0.135472	0.184912	0.272106	4.44279	0.0761437	0.208625	0.499901	0.499606	0.499968	0.499341	0.499717	0.493711	-2.46467	6.81904	-5.43048	-5.61692	6.27996	-3.00916	7.83146	8.27308	3.0542	18.1222	-2.49966	6.59515	-5.86666	-5.9191	8.02665	-5.6888	7.90142	8.49911	3.03344	18.2261	-2.48056	6.58732	-1.60948	-1.85518	7.52307	-1.5308	7.60925	8.55626	3.12306	18.6162	-2.38362	5.93428	-5.43576	-5.00759	6.2169	-3.79563	7.89339	8.40627	3.18686	18.2096	-2.48959	7.9508	-5.18122	-5.04979	2.37055	-0.697471	8.86754	7.17027	3.4573	18.2055	-2.47509	6.51308	-5.65856	-5.91098	6.88919	-5.88423	7.7444	8.54189	3.5053	18.191	-2.41045	6.95048	-4.50375	-5.54878	4.52609	-5.44798	7.8873	8.27846	3.09281	17.2947	-2.40625	7.53596	-3.83927	-4.21551	7.8104	-4.55855	7.7973	8.42613	3.32148	   17	-2.45244	6.31145	-5.2656	-5.65811	6.68502	-5.75549	7.80396	8.5897	3.3059	16.8745	-2.40359	6.33619	-5.07765	-5.24708	6.48636	-5.2856	7.91781	8.43583	3.65785	17.4604	-2.43574	6.25314	-2.19433	-5.54295	2.39382	-2.24562	7.87957	8.82267	3.44438	18.0175	-2.49782	7.16238	-5.30381	-5.44397	7.97796	-5.82108	8.04871	8.79557	3.01154	16.5276	inf	-7.249174e+03	inf
9070	-2.47323	9.22923	8.03404	3.5624	6.75067	17.0205	0.686906	-4.80156	-3.43288	-5.01148	0.439327	0.187769	0.296452	0.0578931	2.1411	1.34427	1.33691	0.214302	0.08159	0.102867	0.568761	0.257176	2.19255	0.0761437	0.210793	0.499912	0.499459	0.498994	0.499825	0.498682	0.496364	-2.47485	6.80411	-5.07336	-4.81841	6.22225	-3.44751	7.89401	8.04269	3.0542	17.6672	-2.39403	6.72856	-5.66911	-5.74818	8.30706	-4.47779	8.04811	8.49032	3.1122	17.9952	-2.49591	6.38679	-1.52323	-1.78067	7.35402	-1.362	7.62062	8.63983	3.51576	17.3504	-2.47216	5.90271	-4.85416	-5.64146	6.32787	-5.5481	8.04107	8.69688	3.37486	17.8714	-2.42746	7.33456	-5.70157	-4.01099	4.3873	-1.02118	8.63248	6.32474	3.65608	18.339	-2.48685	7.09038	-5.97327	-5.26249	7.37405	-5.80074	7.65594	8.14704	3.33471	16.8063	-2.25062	6.76158	-4.94412	-5.25705	5.90306	-5.08833	7.86148	8.44976	3.09281	16.9312	-2.49302	7.33978	-3.85003	-4.21551	7.74187	-4.54966	7.79612	8.29799	3.07401	17.5284	-2.48368	6.31145	-5.4299	-5.5639	6.77853	-5.51733	7.70744	8.33623	3.36648	16.8446	-2.49738	5.6643	-4.7789	-5.41522	6.13422	-5.84036	8.26759	8.7793	3.45682	17.1354	-2.49695	7.23993	-1.97035	-4.02869	2.60198	-2.33747	7.81955	8.74123	3.04781	16.1852	-2.46391	6.84826	-5.90101	-5.00611	7.62309	-4.96643	7.68341	8.78289	3.62874	16.7683	inf	-7.238518e+03	inf
9080	-2.47178	8.33961	8.34081	6.23666	6.52075	17.0774	0.686906	-5.18918	-3.31392	-5.64212	0.272546	0.258281	0.264234	0.0438515	2.24073	2.66559	1.6149	0.266481	0.271172	0.152777	0.614988	0.102817	1.12615	0.0761437	0.183725	0.499961	0.499934	0.499516	0.499398	0.499893	0.494276	-2.44119	6.61293	-5.8357	-5.86531	6.21996	-5.3571	8.28737	7.98348	3.0542	17.4663	-2.46802	6.95057	-5.3499	-5.75937	8.38215	-5.69873	8.36601	8.88468	3.0968	16.7413	-2.49244	6.63211	-1.38681	-1.92139	7.74431	-1.51285	7.75617	8.72331	3.03123	17.3504	-2.39285	6.03376	-5.16349	-5.02596	6.44266	-4.25998	7.96946	8.44771	3.09891	17.548	-2.49409	7.38937	-5.98141	-4.93708	3.96915	-3.43835	9.33152	6.28745	3.44726	19.0846	-2.48685	6.77855	-4.96115	-5.2913	7.16471	-5.83886	7.70296	8.28664	3.0534	17.0218	-2.40302	6.76158	-5.59171	-4.2281	6.44654	-5.76196	7.99212	8.60073	3.09281	17.3554	-2.48061	6.66693	-3.60583	-4.21551	6.81689	-4.2767	7.97293	8.50494	3.10302	17.5284	-2.42653	6.31145	-5.53897	-4.90442	6.96519	-5.14071	7.61144	8.47487	3.01641	16.5114	-2.49799	6.31239	-5.58297	-5.31784	6.85845	-5.81052	8.27959	8.7793	3.00097	17.7412	-2.49408	7.13674	-2.17129	-5.01945	4.04064	-2.21915	7.66556	8.63877	3.129	17.0992	-2.46391	6.93479	-5.40405	-4.6719	7.52611	-5.77511	8.23362	9.03204	3.20577	17.9015	inf	-7.237906e+03	inf
9090	-2.4951	9.18551	7.69591	5.38122	6.67885	17.5678	0.686906	-5.17529	-4.78027	-4.557	0.249653	0.243403	0.788464	0.0527272	2.15749	0.87128	3.68782	0.165052	0.159621	0.159058	1.04767	0.207363	3.74512	0.0761437	0.228678	0.499875	0.499695	0.498669	0.49991	0.499802	0.494332	-2.42629	6.99588	-5.25671	-5.2986	8.7837	-4.18539	8.28499	8.20665	3.0542	17.6958	-2.45841	7.45972	-5.99978	-5.79063	8.27559	-5.38972	8.1373	8.77766	3.14416	17.4562	-2.48707	6.43255	-1.5069	-1.88337	7.62281	-1.3308	7.64121	8.80047	3.25762	17.1322	-2.49935	6.29213	-5.69616	-5.69781	6.82706	-5.56923	7.75163	8.42156	3.01449	17.4995	-2.48501	6.76437	-5.53449	-5.61413	2.16298	-2.21947	9.27021	6.63066	3.25636	17.5995	-2.497	6.92423	-5.51792	-5.86199	7.17575	-5.02541	7.70591	8.10857	3.0537	17.2833	-2.39463	6.76158	-4.53266	-5.90445	6.47366	-5.8703	7.64262	7.96072	3.09281	17.2462	-2.32949	6.6457	-4.05174	-4.75577	6.80416	-4.15259	7.98114	8.27698	3.35376	17.7557	-2.4841	6.303	-5.78542	-5.65972	6.82631	-4.68269	8.01561	8.64561	3.01641	16.9433	-2.45603	6.02984	-5.70947	-5.86994	6.73589	-5.78379	7.90544	8.53733	3.07764	17.0777	-2.4968	7.17534	-2.07484	-3.83852	3.18221	-1.9978	7.77838	8.58759	3.00472	17.6808	-2.48185	7.18298	-4.85998	-5.74918	7.7231	-5.25976	8.30928	8.97793	3.08767	17.1962	inf	-7.233721e+03	inf
