iter	M_lnTg(1)	M_lnUGT_VmaxC(1)	M_lnUGT_Km(1)	M_lnSULT_VmaxC(1)	M_lnSULT_Km_apap(1)	M_lnVmax_AS(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AS(1)	M_lnCLC_AG(1)	Var_lnfa(1)	Var_lnkSG_Vm(1)	Var_lnkSG_Km(1)	Var_lnTg(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AS(1)	Var_lnCLC_AG(1)	Var_lnkGA(1)	Var_lnkPAPS(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnkPAPS_syn(1)	Var_lnVmax_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	Verr_lnCU_APAP_mcg_samp(1)	Verr_lnCU_AG_mcg_samp(1)	Verr_lnCU_AS_mcg_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnCLC_APAP(1.1)	lnCLC_AS(1.1)	lnSULT_VmaxC(1.1)	lnCLC_AG(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnkPAPS_syn(1.1)	lnVmax_AS(1.1)	lnTg(1.1.1)	lnSULT_Km_apap(1.1.1)	lnCLC_APAP(1.1.1)	lnCLC_AS(1.1.1)	lnSULT_VmaxC(1.1.1)	lnCLC_AG(1.1.1)	lnUGT_Km(1.1.1)	lnUGT_VmaxC(1.1.1)	lnkPAPS_syn(1.1.1)	lnVmax_AS(1.1.1)	lnTg(1.1.2)	lnSULT_Km_apap(1.1.2)	lnCLC_APAP(1.1.2)	lnCLC_AS(1.1.2)	lnSULT_VmaxC(1.1.2)	lnCLC_AG(1.1.2)	lnUGT_Km(1.1.2)	lnUGT_VmaxC(1.1.2)	lnkPAPS_syn(1.1.2)	lnVmax_AS(1.1.2)	lnTg(1.1.3)	lnSULT_Km_apap(1.1.3)	lnCLC_APAP(1.1.3)	lnCLC_AS(1.1.3)	lnSULT_VmaxC(1.1.3)	lnCLC_AG(1.1.3)	lnUGT_Km(1.1.3)	lnUGT_VmaxC(1.1.3)	lnkPAPS_syn(1.1.3)	lnVmax_AS(1.1.3)	lnTg(1.1.4)	lnSULT_Km_apap(1.1.4)	lnCLC_APAP(1.1.4)	lnCLC_AS(1.1.4)	lnSULT_VmaxC(1.1.4)	lnCLC_AG(1.1.4)	lnUGT_Km(1.1.4)	lnUGT_VmaxC(1.1.4)	lnkPAPS_syn(1.1.4)	lnVmax_AS(1.1.4)	lnTg(1.1.5)	lnSULT_Km_apap(1.1.5)	lnCLC_APAP(1.1.5)	lnCLC_AS(1.1.5)	lnSULT_VmaxC(1.1.5)	lnCLC_AG(1.1.5)	lnUGT_Km(1.1.5)	lnUGT_VmaxC(1.1.5)	lnkPAPS_syn(1.1.5)	lnVmax_AS(1.1.5)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnCLC_APAP(1.2)	lnCLC_AS(1.2)	lnSULT_VmaxC(1.2)	lnCLC_AG(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnkPAPS_syn(1.2)	lnVmax_AS(1.2)	lnTg(1.2.1)	lnSULT_Km_apap(1.2.1)	lnCLC_APAP(1.2.1)	lnCLC_AS(1.2.1)	lnSULT_VmaxC(1.2.1)	lnCLC_AG(1.2.1)	lnUGT_Km(1.2.1)	lnUGT_VmaxC(1.2.1)	lnkPAPS_syn(1.2.1)	lnVmax_AS(1.2.1)	lnTg(1.2.2)	lnSULT_Km_apap(1.2.2)	lnCLC_APAP(1.2.2)	lnCLC_AS(1.2.2)	lnSULT_VmaxC(1.2.2)	lnCLC_AG(1.2.2)	lnUGT_Km(1.2.2)	lnUGT_VmaxC(1.2.2)	lnkPAPS_syn(1.2.2)	lnVmax_AS(1.2.2)	lnTg(1.2.3)	lnSULT_Km_apap(1.2.3)	lnCLC_APAP(1.2.3)	lnCLC_AS(1.2.3)	lnSULT_VmaxC(1.2.3)	lnCLC_AG(1.2.3)	lnUGT_Km(1.2.3)	lnUGT_VmaxC(1.2.3)	lnkPAPS_syn(1.2.3)	lnVmax_AS(1.2.3)	lnTg(1.2.4)	lnSULT_Km_apap(1.2.4)	lnCLC_APAP(1.2.4)	lnCLC_AS(1.2.4)	lnSULT_VmaxC(1.2.4)	lnCLC_AG(1.2.4)	lnUGT_Km(1.2.4)	lnUGT_VmaxC(1.2.4)	lnkPAPS_syn(1.2.4)	lnVmax_AS(1.2.4)	lnTg(1.2.5)	lnSULT_Km_apap(1.2.5)	lnCLC_APAP(1.2.5)	lnCLC_AS(1.2.5)	lnSULT_VmaxC(1.2.5)	lnCLC_AG(1.2.5)	lnUGT_Km(1.2.5)	lnUGT_VmaxC(1.2.5)	lnkPAPS_syn(1.2.5)	lnVmax_AS(1.2.5)	LnPrior	LnData	LnPosterior
100	-2.31715	9.9512	9.02217	6.19862	5.61065	19.1444	0.686906	-5.23909	-5.94323	-4.86477	0.2743	0.186846	0.0617441	0.0471078	2.03503	0.86344	2.81274	0.145604	0.944506	0.0685698	1.67828	0.642614	1.27276	0.0761437	0.604497	0.499189	0.499907	0.499706	0.498994	0.498916	0.497063	-2.4181	6.31603	-5.34118	-4.95638	7.16676	-3.87301	9.37592	8.80176	3.0542	19.1856	-2.47577	6.94927	-4.58892	-5.33287	8.16803	-5.22858	9.29076	9.82832	3.26028	19.4894	-2.46164	5.78323	-1.61429	-1.77062	6.86116	-1.54433	9.14413	10.1069	3.05416	19.1277	-2.46649	6.2514	-5.45061	-5.78237	6.66932	-5.82334	9.09673	9.71125	3.41123	18.3376	-2.48904	7.23087	-5.36102	-4.69449	4.25905	-4.0867	9.22996	6.2137	3.09842	18.8978	-2.3664	6.19762	-4.86181	-5.78382	6.9218	-5.98335	9.30847	10.1566	3.06155	18.9797	-2.38636	5.67204	-5.67525	-5.33083	5.82976	-4.87972	9.26251	9.12552	3.09281	18.2173	-2.4958	7.36924	-3.93019	-4.13449	7.63093	-5.04436	9.38289	9.83858	3.4182	17.9097	-2.48791	6.44609	-5.23294	-4.50291	6.86365	-4.50755	9.27534	9.96295	3.11008	17.3161	-2.48968	6.32786	-5.72337	-5.1566	6.70156	-5.79007	9.26881	9.75317	3.76591	18.5748	-2.4998	6.74989	-2.26938	-5.38126	3.84874	-2.21164	9.34712	10.2308	3.22393	19.277	-2.48622	6.0813	-5.70457	-5.70357	6.84767	-4.5647	8.87953	9.79408	3.24325	18.1012	inf	-7.243634e+03	inf
110	-2.20535	8.44878	9.37748	8.71146	6.08953	18.6696	0.686906	-4.6677	-5.72047	-5.2286	0.0909412	0.28158	0.18055	0.0370356	1.87579	1.41863	2.42967	0.145604	0.241719	0.0553511	1.72173	0.367897	1.50269	0.0761437	0.471107	0.499751	0.499907	0.499858	0.497298	0.498916	0.495763	-2.47152	6.48069	-5.23184	-5.44713	6.57463	-3.73804	9.35168	8.5288	3.0542	19.438	-2.43575	7.03159	-5.86072	-5.76251	8.17176	-5.26766	9.06071	9.68972	3.25462	19.3753	-2.49768	5.59196	-1.74164	-1.72027	6.79314	-1.45855	8.95999	9.98415	3.03644	19.5108	-2.39317	6.32396	-5.50066	-4.83665	6.68463	-5.31313	9.18064	9.68409	3.07865	19.2208	-2.49675	7.51683	-5.19387	-3.91286	4.35575	-5.02907	9.27712	4.58167	3.24891	19.7759	-2.40766	6.47638	-5.7567	-5.57119	6.9218	-5.78552	9.08457	9.59388	3.17813	19.2778	-2.37383	6.00849	-4.73236	-5.23561	5.59323	-4.49442	9.30628	9.74385	3.09281	18.1381	-2.41198	7.29068	-4.20779	-4.54744	7.60075	-4.34987	9.30451	9.60251	3.19315	17.5829	-2.44937	6.23823	-5.84091	-5.72937	6.70681	-5.10476	9.37246	9.78297	3.17949	18.1859	-2.49422	6.19684	-5.99942	-5.33136	6.58727	 -5.1	9.22111	9.70487	3.46165	18.1196	-2.48656	6.51454	-2.29589	-4.87648	2.97815	-2.20415	9.30055	10.1725	3.12923	17.4534	-2.4966	5.6865	-5.69156	-5.76403	6.38303	-4.12753	9.07403	9.9953	3.01195	17.6595	inf	-7.232759e+03	inf
120	-2.20768	11.399	9.27085	6.03877	5.85626	19.1081	0.686906	-5.14103	-4.75382	-5.71807	0.479373	0.0961445	0.274376	0.0558924	0.869102	3.76849	3.09716	0.0794968	0.142927	0.0465592	1.26751	0.315859	2.54714	0.0761437	1.07979	0.49983	0.499903	0.499941	0.499624	0.499482	0.495203	-2.29914	6.23847	-4.58268	-5.4747	4.78409	-5.59575	9.25154	9.22735	3.0542	19.9775	-2.36609	6.94543	-4.75286	-5.67411	8.14015	-5.61482	8.96679	9.57637	3.08581	19.7491	-2.49531	6.07527	-1.19865	-1.4917	7.19578	-1.55291	9.08166	10.1896	3.21692	18.6227	-2.42213	6.37689	-5.57951	-5.77541	6.75857	-5.65095	9.29809	9.74635	3.31556	18.4055	-2.49901	6.03086	-5.15249	-5.59299	1.62136	-4.42752	9.31354	5.93724	3.04282	19.6435	-2.46508	6.15296	-4.94508	-5.54089	6.58188	-5.32224	9.18541	9.68946	3.20719	19.4201	-2.4505	6.70737	-4.32267	-4.98988	6.40207	-5.30842	9.19961	10.0034	3.09281	18.0228	-2.47841	7.3002	-4.40553	-4.65099	7.61104	-4.43608	9.38267	9.73691	3.12399	17.393	-2.45117	6.3106	-4.81514	-5.96163	6.90643	-5.36471	9.26767	9.99279	3.07033	18.9186	-2.41618	6.04212	-5.49622	-5.44612	6.50739	-5.876	9.26488	9.72367	3.01453	18.1395	-2.3956	7.25281	-2.23062	-4.60114	2.95095	-1.99694	9.38196	10.1725	3.26336	18.0471	-2.47181	5.94046	-5.26698	-5.32862	6.56669	-4.79113	9.26618	9.9953	3.30996	18.507	inf	-7.233136e+03	inf
130	-2.24891	8.48376	9.34964	7.55822	6.22251	18.5579	0.686906	-4.72854	-4.60594	-4.99686	0.280175	0.10415	0.207718	0.0468644	1.91866	0.862695	3.12397	0.223041	0.142927	0.133185	1.08187	0.274014	1.70359	0.0761437	0.624095	0.499765	0.499903	0.499908	0.493632	0.499587	0.497302	-2.49293	6.32973	-4.15742	-4.23749	6.80619	-4.7978	9.15633	8.98602	3.0542	19.2024	-2.49815	6.01684	-5.73925	-5.59322	7.12694	-5.12404	8.94031	9.37637	3.4073	18.5459	-2.47344	6.02027	-1.23113	-1.69278	7.20368	-1.40111	9.04953	10.1896	3.21692	19.1413	-2.44352	6.45515	-5.3133	-5.50895	7.11768	-5.13209	9.33193	10.1432	3.75775	19.1785	-2.45453	6.74723	-5.58972	-4.02855	2.73413	-2.14819	 9.28	6.12885	3.61434	19.9395	-2.49228	6.38899	-5.84319	-5.9397	6.96666	-5.59351	9.24301	10.039	3.1858	19.5136	-2.39041	6.52012	-3.92248	-4.98988	5.69505	-4.94379	9.24152	10.2324	3.09281	18.6629	-2.45928	7.38249	-4.50736	-4.52698	7.65001	-4.52371	9.26101	9.6837	3.26201	19.2975	-2.45117	6.20847	-4.87485	-5.21901	6.68167	-5.62181	9.31513	10.0244	3.07033	16.7457	-2.45551	5.99181	-5.89554	-5.65154	6.32628	-5.71965	9.24087	9.61261	3.24091	19.469	-2.4544	6.29479	-2.18111	-5.04308	2.85836	-2.20421	9.28832	10.2871	3.14141	17.9926	-2.41792	5.98867	-4.89142	-5.32952	6.70258	-5.52476	9.09775	9.97943	3.01162	17.7546	inf	-7.237365e+03	inf
140	-2.48833	9.48674	9.06064	5.91227	6.36803	19.1468	0.686906	-5.17541	-4.44007	-5.82909	0.213705	0.10415	0.0962675	0.0390649	5.36731	1.22419	4.8126	0.460786	0.89852	0.0899187	0.914624	0.124647	2.28712	0.0761437	0.305963	0.499778	0.499903	0.499812	0.498697	0.499587	0.49819	-2.36119	6.26974	-5.17135	-4.62468	5.81561	-3.92691	9.35911	8.68935	3.0542	18.646	-2.44828	5.99777	-5.87378	-5.14729	6.57471	-5.4249	9.00316	9.6095	3.28919	18.7644	-2.49946	5.95789	-1.19181	-1.62153	7.20132	-1.34029	9.31323	10.5049	3.47082	19.0995	-2.48226	6.3359	-5.43652	-5.77344	6.89713	-5.41864	9.15121	9.79131	3.25828	18.9796	-2.4644	6.9068	-5.47354	-4.10057	2.64182	-5.44613	9.28407	7.09609	3.09637	19.7657	-2.49228	6.19341	-5.60782	-4.37545	6.64944	-5.11318	9.02085	9.6532	3.21306	18.052	-2.43709	6.42786	-5.62848	-5.30608	5.47133	-5.68803	9.27811	9.57777	3.09281	19.0421	-2.45928	7.25587	-3.96933	-4.04314	7.79857	-4.66337	9.18827	9.62996	3.24735	19.3266	-2.48914	6.47203	-5.60822	-5.91144	6.78274	-5.97049	9.24312	9.98797	3.25802	18.8731	-2.44292	6.04627	-5.61157	-5.92396	6.55477	-5.44611	9.15275	9.61261	3.15697	19.8477	-2.45952	7.02035	-2.20149	-5.61135	1.67022	-2.1045	9.36514	10.2313	3.44671	18.8462	-2.4923	5.91238	-4.37084	-4.80898	6.70258	-5.84949	9.11041	9.82855	3.56298	18.9803	inf	-7.237312e+03	inf
150	-2.46738	8.33599	9.16783	4.51941	6.29453	19.1087	0.686906	-4.53763	-4.51056	-4.93519	0.198304	0.0495677	0.178605	0.0488297	2.97779	0.920362	3.58802	0.368106	0.0963409	0.0661089	1.04939	0.179879	2.11293	0.0761437	0.457838	0.499736	0.499903	0.499711	0.498123	0.49994	0.496721	-2.45402	5.6874	-3.85586	-5.08048	4.92328	-5.79458	9.07318	9.31502	3.0542	19.3159	-2.48858	5.54779	-5.22976	-5.89308	7.45866	-5.25998	9.0035	9.57968	3.01803	19.6942	-2.49819	6.05683	-1.54395	-1.72353	7.11517	-1.48569	9.26517	10.296	3.44008	19.3377	-2.44199	6.42578	-5.35289	-5.08667	6.95815	-5.7815	8.60716	9.30257	3.1989	19.5966	-2.48863	5.5656	-4.80368	-3.37132	2.17275	-5.83348	9.07775	6.03041	3.17093	18.6876	-2.43975	5.96239	-4.80596	-5.91299	6.47468	-5.83748	9.34293	9.64917	3.66149	19.5781	-2.38428	6.63601	-5.29598	-5.37187	6.44006	-5.52827	9.23934	9.55294	3.09281	19.6276	-2.47376	7.41689	-3.64836	-4.52125	7.7121	-3.81826	9.02518	9.50627	3.38982	19.0354	-2.45928	6.19601	-5.22979	-5.4295	6.67238	-5.47789	8.75479	9.44929	3.08761	19.3947	-2.46517	6.51011	-5.90131	-5.74663	6.81564	-5.56836	9.1662	9.61261	3.44425	19.8534	-2.41273	6.8993	-2.20149	-3.52698	1.88349	-2.22518	9.08503	10.0831	3.06494	18.6587	-2.48582	6.61332	-5.93746	-5.96719	7.04884	-4.70902	9.06989	9.57997	3.10277	19.5544	inf	-7.232166e+03	inf
160	-2.26818	9.16799	9.28135	5.04278	5.95511	19.1387	0.686906	-5.53625	-5.71261	-5.17691	0.16919	0.188348	0.473607	0.0407922	1.81215	0.732175	1.97149	0.312012	0.169763	0.0527874	0.503572	0.179879	2.74982	0.0761437	0.179115	0.499686	0.499903	0.499855	0.498238	0.499365	0.499736	-2.49987	5.94137	-4.03896	-4.38107	5.32987	-4.37975	9.32514	9.02941	3.0542	19.3159	-2.49679	5.77712	-5.07896	-5.73133	6.86339	-5.72682	9.16399	10.0523	3.13541	18.5916	-2.46089	5.9914	-1.6605	-1.86163	6.91331	-1.45276	9.38727	10.2292	3.32754	19.1918	-2.35297	6.42439	-5.37729	-5.26172	6.85997	-5.77085	8.87357	9.30257	3.21881	19.8404	-2.49274	6.27325	-4.98942	-3.44311	3.0152	-4.25939	9.16245	6.33109	3.19575	19.4302	-2.38884	6.10518	-5.20818	-5.7388	6.48569	-5.78973	9.12024	9.71579	3.15619	19.8921	-2.43296	6.63601	-4.31276	-5.03042	4.76056	-4.91738	9.00401	9.3111	3.09281	19.0513	-2.37753	6.98656	-3.39338	-4.537	7.69025	-4.13348	8.98853	9.52208	3.06963	18.4072	-2.47724	6.53839	-5.57886	-5.28343	6.89399	-5.80621	9.09221	9.51447	3.16189	19.06	-2.34197	6.51154	-5.79081	-5.56897	6.9369	-5.73289	9.00748	9.30118	3.23468	19.5276	-2.46204	6.76226	-2.40409	-5.75158	3.73185	-2.06646	8.99508	9.73977	3.08492	17.6194	-2.49526	6.71184	-4.95222	-5.60802	7.24905	-5.6106	8.66592	9.57997	3.40672	19.3998	inf	-7.245841e+03	inf
170	-2.28343	8.96328	8.9505	3.12273	6.57787	18.6187	0.686906	-5.41166	-5.73469	-2.27243	0.254085	0.16769	0.462089	0.102186	0.949442	1.16501	6.23918	0.493108	0.122169	0.0596624	0.887964	0.100024	3.77117	0.0761437	0.401338	0.499721	0.499903	0.499364	0.489035	0.499984	0.495321	-2.34704	5.94137	-5.4248	-5.24497	4.95995	-5.62242	9.10816	8.94595	3.0542	19.3312	-2.48709	5.71452	-5.13916	-5.58433	6.86952	-5.47989	9.0977	9.65835	3.35083	19.3203	-2.48505	5.72492	-1.63229	-1.68098	6.91291	-1.45276	8.84504	9.96495	3.22151	19.5775	-2.45661	5.92796	-4.99306	-4.4312	6.51293	-4.70117	8.74462	9.31277	3.50851	19.6813	-2.46599	5.69207	-5.42539	-5.85991	0.73439	-2.46364	9.26797	6.43985	3.0212	19.183	-2.38394	6.39261	-5.22885	-4.85951	6.70308	-5.71662	8.97546	9.61518	3.06503	19.6747	-2.4027	6.63601	-4.50785	-5.00733	5.17616	-3.20811	9.06268	9.59531	3.09281	19.3096	-2.48026	7.31059	-4.07452	-4.39476	7.51752	-3.99118	8.91172	9.14198	3.39392	18.4995	-2.45275	6.7731	-5.9972	-4.66272	7.14877	-5.73274	9.1425	9.67089	3.34944	18.5149	-2.49078	6.48632	-4.85159	-5.79916	6.79484	-5.69375	8.94163	9.52474	3.03624	19.0992	-2.4645	6.88306	-2.04192	-5.68732	2.42372	-2.33211	8.95011	9.90534	3.14624	18.6133	-2.48487	6.60732	-4.69808	-5.31145	7.36716	-5.36721	9.07928	9.49854	3.06151	19.8847	inf	-7.249322e+03	inf
180	-2.40311	9.45238	8.78079	6.55262	6.46585	19.5554	0.686906	-3.17845	-5.4882	-4.73715	0.127761	0.334274	0.0813687	0.0608331	0.973728	1.16501	2.08343	0.123738	0.0994027	0.0458892	0.394027	0.120809	1.93579	0.0761437	0.350348	0.499892	0.499903	0.499642	0.492549	0.499882	0.497121	-2.4691	6.09436	-4.7737	-5.02671	5.39755	-5.63682	8.85799	9.52333	3.0542	19.8827	-2.48707	6.12772	-5.71571	-5.43912	7.68428	-5.11749	9.11027	9.74844	3.04054	18.6516	-2.47008	5.91119	-1.40467	-1.50456	7.22608	-1.31948	8.76841	9.91677	3.17219	19.2765	-2.48387	6.1035	-4.58572	-5.59777	6.51293	-5.82937	8.69144	9.18227	3.05587	19.9906	-2.48597	5.74124	-5.78188	-1.62309	3.26259	-5.38026	9.1261	6.79145	3.24694	19.9549	-2.3852	6.05375	-5.8834	-4.8392	6.56805	-4.85594	8.9965	9.73349	3.23023	19.5567	-2.34822	6.6313	-3.41979	-5.8841	6.39259	-4.07306	9.07399	9.75115	3.09281	19.3096	-2.48936	7.14842	-3.59297	-4.55619	7.62233	-4.74158	9.19837	9.69182	3.3679	18.1761	-2.45477	6.95317	-4.70405	-5.90994	7.28478	-5.24333	8.9936	9.55606	3.35593	19.0853	-2.49602	6.43326	-4.14366	-5.71177	6.98791	-5.9805	9.11584	9.68852	3.18026	18.4501	-2.42215	6.62894	-2.11757	-5.13182	1.96062	-1.96563	9.29795	9.99351	3.04537	18.1083	-2.4942	6.53747	-4.17572	-5.5881	7.34586	-5.66847	9.09569	10.0324	3.37218	19.8403	inf	-7.248051e+03	inf
190	-2.33825	9.74267	9.37161	5.41699	6.53769	19.8251	0.686906	-4.18406	-5.5068	-2.46403	0.107449	0.176348	0.177068	0.0471352	1.71455	1.19027	1.76777	0.528631	0.303461	0.127178	0.650933	0.108503	2.91684	0.0761437	0.665956	0.499918	0.499695	0.499853	0.499136	0.498387	0.496938	-2.49687	6.2611	-4.06439	-4.54101	6.11552	-3.84506	9.15063	9.52333	3.0542	19.6518	-2.41287	6.19066	-5.37782	-5.23438	7.58709	-5.93227	9.04294	9.64443	3.01164	18.4648	-2.49504	6.21162	-1.32122	-1.88759	7.37824	-1.37982	8.94883	9.97369	3.36563	19.1614	-2.48655	5.85571	-5.33092	-5.22891	6.64107	-4.99126	8.66183	9.58089	3.33896	19.7654	-2.47166	6.79714	-5.16544	-5.0483	2.64281	-2.4381	9.29472	6.79145	3.32647	19.8935	-2.38002	6.05375	-4.7403	-5.87639	6.6496	-5.39757	9.20535	9.73349	3.31372	19.187	-2.38117	6.74232	-4.97671	-4.94393	4.77269	-4.41828	9.31861	10.3262	3.09281	19.7747	-2.39624	6.7878	-3.79823	-3.72783	7.24864	-4.2366	9.35481	9.96799	3.65731	19.527	-2.46263	6.70484	-5.97271	-5.75365	7.43175	-5.17826	8.73649	9.38135	3.40972	19.7401	-2.46939	6.42005	-5.84085	-5.09719	6.76242	-5.3723	9.20123	9.6812	3.30302	19.5436	-2.46855	6.70263	-2.00102	-4.96376	2.63503	-1.99584	9.14532	10.2126	3.39483	19.3194	-2.48808	6.59581	-5.08759	-5.75825	7.25267	-5.87551	9.09313	9.9075	3.20548	19.1918	inf	-7.243201e+03	inf
200	-2.37945	9.99724	8.61678	9.88336	6.46024	19.2326	0.686906	-5.21903	-5.00004	-3.36712	0.273682	0.246097	0.292496	0.0297464	1.30323	1.19791	3.35911	0.268177	0.0591385	0.0963946	0.884712	0.0497651	5.06133	0.0761437	0.480176	0.49967	0.499502	0.499378	0.499227	0.492697	0.498534	-2.46712	6.23832	-4.7129	-5.69944	6.57862	-4.18668	9.13601	9.62421	3.0542	18.8582	-2.42947	6.65211	-4.40334	-5.43108	7.56014	-5.03758	9.01047	9.47127	3.33539	19.5848	-2.49185	6.4062	-1.47237	-1.71866	7.44446	-1.52496	8.75468	9.78327	3.31128	18.513	-2.49103	6.12807	-5.01169	-5.88491	6.64424	-5.42015	8.61551	9.23577	3.13394	19.3233	-2.49073	6.14018	-5.55424	-5.52624	3.11594	-3.25334	8.99298	6.05043	3.14915	19.8374	-2.39486	6.43404	-5.17791	-5.41147	6.73239	-5.07956	9.10696	9.69073	3.05351	18.4695	-2.37476	6.81476	-4.07377	-5.78468	7.68952	-5.51861	9.0125	9.23065	3.09281	19.7242	-2.44825	6.69902	-3.74552	-4.50624	7.18882	-3.59554	9.28432	9.71144	3.42889	18.9313	-2.47696	6.65187	-4.86303	-5.48192	6.93506	-5.18283	8.95888	9.41668	3.38064	19.0927	-2.48547	6.39396	-4.88717	-5.83058	6.72543	-5.6663	9.2074	9.55412	3.00931	19.4072	-2.44292	6.45825	-2.24206	-5.37869	3.091	-2.09916	9.22821	10.1496	3.15929	18.3907	-2.48568	6.58626	-5.31354	-4.82187	7.24364	-5.856	9.37737	10.4567	3.21255	19.8991	inf	-7.246980e+03	inf
210	-2.4766	9.63611	9.2928	5.76144	6.48302	18.8202	0.686906	-4.88896	-5.40292	-2.56957	0.240829	0.24761	0.183368	0.0451425	1.89539	1.93122	1.78368	0.196793	0.15308	0.0921659	1.70047	0.0877798	5.9257	0.0761437	0.920197	0.499868	0.499502	0.499378	0.49798	0.497595	0.499162	-2.49123	6.14013	-5.6878	-5.39476	6.74474	-3.3974	9.24415	9.53718	3.0542	19.7332	-2.44706	6.23806	-5.8819	-5.96101	7.78634	-4.94534	9.12862	9.93708	3.14324	19.2028	-2.46113	6.24862	-1.50914	 -1.9	7.24869	-1.58395	9.02691	10.19	3.73264	19.7147	-2.48685	6.12807	-5.48282	-5.87675	6.70381	-5.63763	8.73339	9.27971	3.1167	18.5278	-2.46512	6.35906	-4.99876	-3.89691	2.97874	-3.63684	9.24122	6.07009	3.26869	19.3639	-2.49389	6.54966	-5.6429	-5.76506	6.88911	-5.57976	9.20645	9.69073	3.16937	18.6334	-2.38619	6.74371	-5.19166	-5.89739	6.92072	-3.54718	9.24303	9.94037	3.09281	18.534	-2.46775	6.75355	-3.38078	-5.05794	7.16996	-3.79409	8.94749	9.4062	3.41305	19.045	-2.48976	6.59453	-5.95003	-5.77262	6.77598	-4.87786	9.2265	9.63757	3.05829	18.6246	-2.49724	6.30378	-5.49267	-5.5602	6.79963	-5.38633	9.2948	9.57014	3.21273	18.3641	-2.49722	6.56697	-2.13429	-4.49583	2.10033	-2.32713	9.15533	10.0168	3.40912	18.4566	-2.48793	6.65615	-3.9479	-5.67169	7.65904	-5.20931	9.17931	9.97039	3.09469	18.3833	inf	-7.240228e+03	inf
220	-2.39778	8.6073	9.32299	7.50214	6.15281	19.1988	0.686906	-3.93398	-4.93188	-4.88986	0.189533	0.125276	0.0913012	0.0415594	2.40583	0.596874	2.15948	0.103218	0.143916	0.112187	0.622577	0.0426204	4.6464	0.0761437	0.736922	0.499971	0.499502	0.499959	0.497006	0.496712	0.497586	-2.49289	6.12316	-4.49831	-4.29495	7.23237	-5.32386	9.36052	9.05214	3.0542	19.1712	-2.34539	5.9401	-5.20756	-5.19181	7.48639	-5.9881	9.32758	9.97754	3.13047	18.2249	-2.46411	6.19718	-1.41238	-1.75215	7.17839	-1.36628	9.22163	10.3455	3.01173	19.2649	-2.49416	6.47012	-5.9272	-5.18589	6.8625	-5.29591	9.36532	9.91081	3.40099	18.5454	-2.46431	6.08403	-5.58615	-4.73405	2.41568	-3.45268	9.11079	6.67062	3.00314	18.7278	-2.49362	6.28537	-5.72932	-4.06083	6.73595	-5.1692	9.26079	9.48313	3.17343	18.7071	-2.47108	6.48896	-5.06927	-5.18878	5.61437	-3.56109	9.09276	9.66037	3.09281	19.4563	-2.45753	6.76708	-3.72437	-4.95456	7.04405	-4.54906	8.93972	9.68294	3.2549	19.966	-2.4986	6.5197	-5.40774	-5.73632	6.95385	-5.53796	9.17026	9.91232	3.20008	18.6873	-2.49724	6.55429	-5.79061	-5.79214	7.07545	-5.66401	9.17261	9.67891	3.34436	17.8955	-2.45819	6.38201	-2.15451	-5.30945	2.03333	-2.21713	9.17968	10.1338	3.32392	19.2426	-2.45904	6.82843	-4.99162	-5.58361	7.48378	-5.30236	8.97872	9.7319	3.18328	18.0761	inf	-7.246407e+03	inf
