Level	Simulation	Output_Var	Time	Data	Prediction
1_2_5	10	lnCPL_APAP_mcgL	0.75	9.6486	9.59781
1_2_5	10	lnCPL_APAP_mcgL	1	9.5324	9.50963
1_2_5	10	lnCPL_APAP_mcgL	2	9.2686	9.19128
1_2_5	10	lnCPL_APAP_mcgL	3	9.0372	8.87897
1_2_5	10	lnCPL_APAP_mcgL	4	8.8291	8.56508
1_2_5	10	lnCPL_APAP_mcgL	6	8.4617	7.93366

1_2_5	10	lnCPL_AG_mcgL	0.25	7.2842	7.67593
1_2_5	10	lnCPL_AG_mcgL	0.5	9.1686	8.7305
1_2_5	10	lnCPL_AG_mcgL	0.75	9.4551	9.17751
1_2_5	10	lnCPL_AG_mcgL	1	9.6247	9.42163
1_2_5	10	lnCPL_AG_mcgL	2	9.9808	9.76888
1_2_5	10	lnCPL_AG_mcgL	3	9.9091	9.80388
1_2_5	10	lnCPL_AG_mcgL	4	9.7584	9.72854
1_2_5	10	lnCPL_AG_mcgL	6	9.3016	9.41947

1_2_5	10	lnCPL_AS_mcgL	0.25	7.5479	7.80548
1_2_5	10	lnCPL_AS_mcgL	0.5	8.4928	8.3279
1_2_5	10	lnCPL_AS_mcgL	0.75	8.5595	8.50913
1_2_5	10	lnCPL_AS_mcgL	1	8.5595	8.58939
1_2_5	10	lnCPL_AS_mcgL	2	8.5884	8.62402
1_2_5	10	lnCPL_AS_mcgL	3	8.4446	8.49354
1_2_5	10	lnCPL_AS_mcgL	4	8.261	8.29071
1_2_5	10	lnCPL_AS_mcgL	6	7.7043	7.77987

1_2_5	10	lnCU_APAP_mcg	0	-1	-20

1_2_5	10	lnCU_AG_mcg	0	-1	-20

1_2_5	10	lnCU_AS_mcg	0	-1	-20


